profile_id,level_id,level_name,yorunge,lt_level,b,theta_start,theta_end,attempts,correct,accuracy,hints_total,hints_per_attempt,time_total_sec,time_per_attempt,mastered,attempts_to_mastery,yas,sayi_hissi,diskalkuli_riski
P24,T06,Algısal Sanbil (1-4),Sanbil,5,-0.9,0.87,1.0,3,3,1.0,1,0.33,39.3,13.1,1,3.0,6,tipik,False
P24,T07,5'lik Çerçeve,Sanbil,6,-0.4,0.87,1.4,8,6,0.75,4,0.5,95.0,11.9,1,8.0,6,tipik,False
P24,T08,Kavramsal Sanbil (10),Sanbil,8,0.2,0.87,1.0,3,3,1.0,1,0.33,40.5,13.5,1,3.0,6,tipik,False
P24,T09,Az-Çok-Eşit,Karşılaştırma,7,-0.6,0.87,1.0,3,3,1.0,2,0.67,42.3,14.1,1,3.0,6,tipik,False
P24,T10,Sıralama (1-10),Karşılaştırma,12,0.5,0.87,1.18,5,4,0.8,5,1.0,82.1,16.4,1,5.0,6,tipik,False
P24,T11,Sayı Doğrusu Konum,Karşılaştırma,15,1.2,0.87,1.14,6,6,1.0,9,1.5,100.5,16.7,1,6.0,6,tipik,False
P24,T12,5'in Parça-Bütünü,Sayı Bileşimi,4,-0.7,0.87,1.4,8,6,0.75,2,0.25,90.9,11.4,1,8.0,6,tipik,False
P24,T13,10'un Arkadaşları,Sayı Bileşimi,6,0.3,0.87,1.49,10,8,0.8,6,0.6,151.3,15.1,1,10.0,6,tipik,False
P24,T14,Numbers-in-Numbers,Sayı Bileşimi,9,0.9,0.87,1.18,5,4,0.8,3,0.6,65.5,13.1,1,5.0,6,tipik,False
P24,T15,Somut Toplama (≤5),Toplama-Çıkarma,4,-0.5,0.87,1.0,3,3,1.0,2,0.67,41.6,13.9,1,3.0,6,tipik,False
P24,T16,Üzerine Sayarak Topl.,Toplama-Çıkarma,7,0.4,0.87,1.54,9,6,0.667,6,0.67,114.8,12.8,1,9.0,6,tipik,False
P24,T17,10'a Tamamla,Toplama-Çıkarma,10,1.1,0.87,1.94,12,6,0.5,12,1.0,171.0,14.2,0,,6,tipik,False
P24,T18,Onluk Birimleme,Basamak Değeri,16,1.5,0.87,1.31,8,7,0.875,11,1.38,146.4,18.3,1,8.0,6,tipik,False
P25,T01,Birebir Eşleme,Sayma,4,-1.6,-0.77,-0.54,4,3,0.75,1,0.25,48.1,12.0,1,4.0,6,tipik,True
P25,T02,5'e Kadar Sayma,Sayma,5,-1.2,-0.77,-0.36,7,5,0.714,4,0.57,89.7,12.8,1,7.0,6,tipik,True
P25,T03,10'a Kadar Sayma,Sayma,6,-0.8,-0.77,-0.17,10,7,0.7,8,0.8,149.5,14.9,1,10.0,6,tipik,True
P25,T04,Kardinal İlke,Sayma,7,-0.5,-0.77,0.21,12,5,0.417,12,1.0,172.6,14.4,0,,6,tipik,True
P25,T05,Geri Sayma (10→1),Sayma,9,0.0,-0.77,-0.24,10,8,0.8,10,1.0,188.2,18.8,1,10.0,6,tipik,True
P25,T06,Algısal Sanbil (1-4),Sanbil,5,-0.9,-0.77,-0.66,3,3,1.0,2,0.67,45.0,15.0,1,3.0,6,tipik,True
P25,T07,5'lik Çerçeve,Sanbil,6,-0.4,-0.77,0.06,12,7,0.583,18,1.5,211.5,17.6,0,,6,tipik,True
P25,T08,Kavramsal Sanbil (10),Sanbil,8,0.2,-0.77,-0.02,12,8,0.667,19,1.58,252.9,21.1,0,,6,tipik,True
P25,T09,Az-Çok-Eşit,Karşılaştırma,7,-0.6,-0.77,-0.02,12,8,0.667,12,1.0,185.7,15.5,0,,6,tipik,True
P25,T10,Sıralama (1-10),Karşılaştırma,12,0.5,-0.77,0.06,12,7,0.583,13,1.08,258.0,21.5,0,,6,tipik,True
P25,T11,Sayı Doğrusu Konum,Karşılaştırma,15,1.2,-0.77,0.06,12,7,0.583,18,1.5,318.1,26.5,0,,6,tipik,True
P25,T12,5'in Parça-Bütünü,Sayı Bileşimi,4,-0.7,-0.77,0.06,12,7,0.583,17,1.42,192.5,16.0,0,,6,tipik,True
P25,T13,10'un Arkadaşları,Sayı Bileşimi,6,0.3,-0.77,0.43,12,2,0.167,14,1.17,232.3,19.4,0,,6,tipik,True
P25,T14,Numbers-in-Numbers,Sayı Bileşimi,9,0.9,-0.77,0.21,12,5,0.417,16,1.33,277.9,23.2,0,,6,tipik,True
P25,T15,Somut Toplama (≤5),Toplama-Çıkarma,4,-0.5,-0.77,-0.21,9,6,0.667,7,0.78,131.9,14.7,1,9.0,6,tipik,True
P25,T16,Üzerine Sayarak Topl.,Toplama-Çıkarma,7,0.4,-0.77,0.28,12,4,0.333,17,1.42,255.6,21.3,0,,6,tipik,True
P25,T17,10'a Tamamla,Toplama-Çıkarma,10,1.1,-0.77,0.4,11,1,0.091,9,0.82,230.7,21.0,0,,6,tipik,True
P25,T18,Onluk Birimleme,Basamak Değeri,16,1.5,-0.77,0.36,12,3,0.25,15,1.25,319.7,26.6,0,,6,tipik,True
P26,T01,Birebir Eşleme,Sayma,4,-1.6,-1.4,-0.65,12,7,0.583,11,0.92,180.0,15.0,0,,6,tipik,True
P26,T02,5'e Kadar Sayma,Sayma,5,-1.2,-1.4,-0.65,12,7,0.583,12,1.0,190.0,15.8,0,,6,tipik,True
P26,T03,10'a Kadar Sayma,Sayma,6,-0.8,-1.4,-0.65,12,7,0.583,15,1.25,198.6,16.6,0,,6,tipik,True
P26,T04,Kardinal İlke,Sayma,7,-0.5,-1.4,-0.65,12,7,0.583,17,1.42,245.9,20.5,0,,6,tipik,True
P26,T05,Geri Sayma (10→1),Sayma,9,0.0,-1.4,-0.52,12,5,0.417,14,1.17,252.4,21.0,0,,6,tipik,True
P26,T06,Algısal Sanbil (1-4),Sanbil,5,-0.9,-1.4,-0.72,12,8,0.667,18,1.5,215.3,17.9,0,,6,tipik,True
P26,T07,5'lik Çerçeve,Sanbil,6,-0.4,-1.4,-0.65,12,7,0.583,17,1.42,245.8,20.5,0,,6,tipik,True
P26,T08,Kavramsal Sanbil (10),Sanbil,8,0.2,-1.4,-0.69,11,6,0.545,14,1.27,246.5,22.4,1,11.0,6,tipik,True
P26,T09,Az-Çok-Eşit,Karşılaştırma,7,-0.6,-1.4,-0.86,8,4,0.5,7,0.88,143.5,17.9,1,8.0,6,tipik,True
P26,T10,Sıralama (1-10),Karşılaştırma,12,0.5,-1.4,-0.38,12,3,0.25,17,1.42,295.4,24.6,0,,6,tipik,True
P26,T11,Sayı Doğrusu Konum,Karşılaştırma,15,1.2,-1.4,-0.69,7,0,0.0,6,0.86,192.4,27.5,0,,6,tipik,True
P26,T12,5'in Parça-Bütünü,Sayı Bileşimi,4,-0.7,-1.4,-0.52,12,5,0.417,16,1.33,227.5,19.0,0,,6,tipik,True
P26,T13,10'un Arkadaşları,Sayı Bileşimi,6,0.3,-1.4,-0.58,12,6,0.5,11,0.92,272.6,22.7,0,,6,tipik,True
P26,T14,Numbers-in-Numbers,Sayı Bileşimi,9,0.9,-1.4,-0.38,12,3,0.25,19,1.58,331.3,27.6,0,,6,tipik,True
P26,T15,Somut Toplama (≤5),Toplama-Çıkarma,4,-0.5,-1.4,-0.72,12,8,0.667,12,1.0,219.6,18.3,0,,6,tipik,True
P26,T16,Üzerine Sayarak Topl.,Toplama-Çıkarma,7,0.4,-1.4,-0.45,12,4,0.333,14,1.17,279.0,23.2,0,,6,tipik,True
P26,T17,10'a Tamamla,Toplama-Çıkarma,10,1.1,-1.4,-0.31,12,2,0.167,16,1.33,328.5,27.4,0,,6,tipik,True
P26,T18,Onluk Birimleme,Basamak Değeri,16,1.5,-1.4,-0.24,12,1,0.083,15,1.25,364.9,30.4,0,,6,tipik,True
P27,T01,Birebir Eşleme,Sayma,4,-1.6,1.06,1.29,3,3,1.0,0,0.0,20.7,6.9,1,3.0,6,ileri,False
P27,T02,5'e Kadar Sayma,Sayma,5,-1.2,1.06,1.6,5,4,0.8,0,0.0,43.1,8.6,1,5.0,6,ileri,False
P27,T03,10'a Kadar Sayma,Sayma,6,-0.8,1.06,1.52,4,3,0.75,0,0.0,34.1,8.5,1,4.0,6,ileri,False
P27,T04,Kardinal İlke,Sayma,7,-0.5,1.06,1.29,3,3,1.0,0,0.0,32.8,10.9,1,3.0,6,ileri,False
P27,T05,Geri Sayma (10→1),Sayma,9,0.0,1.06,1.29,3,3,1.0,0,0.0,25.7,8.6,1,3.0,6,ileri,False
P27,T06,Algısal Sanbil (1-4),Sanbil,5,-0.9,1.06,1.52,4,3,0.75,0,0.0,36.7,9.2,1,4.0,6,ileri,False
P27,T07,5'lik Çerçeve,Sanbil,6,-0.4,1.06,1.29,3,3,1.0,0,0.0,27.8,9.3,1,3.0,6,ileri,False
P27,T08,Kavramsal Sanbil (10),Sanbil,8,0.2,1.06,1.29,3,3,1.0,1,0.33,35.9,12.0,1,3.0,6,ileri,False
P27,T09,Az-Çok-Eşit,Karşılaştırma,7,-0.6,1.06,1.29,3,3,1.0,1,0.33,33.1,11.0,1,3.0,6,ileri,False
P27,T10,Sıralama (1-10),Karşılaştırma,12,0.5,1.06,1.83,8,7,0.875,6,0.75,91.2,11.4,1,8.0,6,ileri,False
P27,T11,Sayı Doğrusu Konum,Karşılaştırma,15,1.2,1.06,2.06,7,4,0.571,1,0.14,63.8,9.1,1,7.0,6,ileri,False
P27,T12,5'in Parça-Bütünü,Sayı Bileşimi,4,-0.7,1.06,1.29,3,3,1.0,0,0.0,23.1,7.7,1,3.0,6,ileri,False
P27,T13,10'un Arkadaşları,Sayı Bileşimi,6,0.3,1.06,1.29,3,3,1.0,1,0.33,28.2,9.4,1,3.0,6,ileri,False
P27,T14,Numbers-in-Numbers,Sayı Bileşimi,9,0.9,1.06,1.75,7,6,0.857,8,1.14,92.0,13.1,1,7.0,6,ileri,False
P27,T15,Somut Toplama (≤5),Toplama-Çıkarma,4,-0.5,1.06,1.29,3,3,1.0,1,0.33,30.3,10.1,1,3.0,6,ileri,False
P27,T16,Üzerine Sayarak Topl.,Toplama-Çıkarma,7,0.4,1.06,1.29,3,3,1.0,2,0.67,34.6,11.5,1,3.0,6,ileri,False
P27,T17,10'a Tamamla,Toplama-Çıkarma,10,1.1,1.06,1.68,6,5,0.833,5,0.83,71.8,12.0,1,6.0,6,ileri,False
P27,T18,Onluk Birimleme,Basamak Değeri,16,1.5,1.06,2.91,12,6,0.5,8,0.67,133.7,11.1,0,,6,ileri,False
P28,T01,Birebir Eşleme,Sayma,4,-1.6,1.15,1.37,3,3,1.0,0,0.0,23.8,7.9,1,3.0,6,ileri,False
P28,T02,5'e Kadar Sayma,Sayma,5,-1.2,1.15,1.37,3,3,1.0,0,0.0,30.1,10.0,1,3.0,6,ileri,False
P28,T03,10'a Kadar Sayma,Sayma,6,-0.8,1.15,1.37,3,3,1.0,0,0.0,28.9,9.6,1,3.0,6,ileri,False
P28,T04,Kardinal İlke,Sayma,7,-0.5,1.15,1.37,3,3,1.0,0,0.0,30.6,10.2,1,3.0,6,ileri,False
P28,T05,Geri Sayma (10→1),Sayma,9,0.0,1.15,2.05,6,3,0.5,0,0.0,46.2,7.7,1,6.0,6,ileri,False
P28,T06,Algısal Sanbil (1-4),Sanbil,5,-0.9,1.15,1.75,6,5,0.833,0,0.0,54.5,9.1,1,6.0,6,ileri,False
P28,T07,5'lik Çerçeve,Sanbil,6,-0.4,1.15,1.75,6,5,0.833,1,0.17,55.7,9.3,1,6.0,6,ileri,False
P28,T08,Kavramsal Sanbil (10),Sanbil,8,0.2,1.15,1.75,6,5,0.833,1,0.17,62.5,10.4,1,6.0,6,ileri,False
P28,T09,Az-Çok-Eşit,Karşılaştırma,7,-0.6,1.15,1.37,3,3,1.0,0,0.0,28.7,9.6,1,3.0,6,ileri,False
P28,T10,Sıralama (1-10),Karşılaştırma,12,0.5,1.15,2.65,12,8,0.667,6,0.5,123.3,10.3,1,12.0,6,ileri,False
P28,T11,Sayı Doğrusu Konum,Karşılaştırma,15,1.2,1.15,2.87,11,5,0.455,4,0.36,108.3,9.8,1,11.0,6,ileri,False
P28,T12,5'in Parça-Bütünü,Sayı Bileşimi,4,-0.7,1.15,1.67,5,4,0.8,0,0.0,43.6,8.7,1,5.0,6,ileri,False
P28,T13,10'un Arkadaşları,Sayı Bileşimi,6,0.3,1.15,2.5,10,6,0.6,1,0.1,95.1,9.5,1,10.0,6,ileri,False
P28,T14,Numbers-in-Numbers,Sayı Bileşimi,9,0.9,1.15,1.97,7,5,0.714,3,0.43,79.2,11.3,1,7.0,6,ileri,False
P28,T15,Somut Toplama (≤5),Toplama-Çıkarma,4,-0.5,1.15,1.6,4,3,0.75,1,0.25,30.6,7.7,1,4.0,6,ileri,False
P28,T16,Üzerine Sayarak Topl.,Toplama-Çıkarma,7,0.4,1.15,1.37,3,3,1.0,1,0.33,33.6,11.2,1,3.0,6,ileri,False
P28,T17,10'a Tamamla,Toplama-Çıkarma,10,1.1,1.15,2.12,9,7,0.778,5,0.56,108.6,12.1,1,9.0,6,ileri,False
P28,T18,Onluk Birimleme,Basamak Değeri,16,1.5,1.15,1.6,4,3,0.75,4,1.0,52.6,13.1,1,4.0,6,ileri,False
P29,T01,Birebir Eşleme,Sayma,4,-1.6,0.13,0.24,3,3,1.0,0,0.0,30.2,10.1,1,3.0,6,ileri,True
P29,T02,5'e Kadar Sayma,Sayma,5,-1.2,0.13,0.24,3,3,1.0,0,0.0,27.7,9.2,1,3.0,6,ileri,True
P29,T03,10'a Kadar Sayma,Sayma,6,-0.8,0.13,0.55,6,3,0.5,2,0.33,66.3,11.0,1,6.0,6,ileri,True
P29,T04,Kardinal İlke,Sayma,7,-0.5,0.13,0.24,3,3,1.0,2,0.67,37.7,12.6,1,3.0,6,ileri,True
P29,T05,Geri Sayma (10→1),Sayma,9,0.0,0.13,0.24,3,3,1.0,1,0.33,30.8,10.3,1,3.0,6,ileri,True
P29,T06,Algısal Sanbil (1-4),Sanbil,5,-0.9,0.13,0.24,3,3,1.0,0,0.0,32.0,10.7,1,3.0,6,ileri,True
P29,T07,5'lik Çerçeve,Sanbil,6,-0.4,0.13,0.73,11,8,0.727,5,0.45,119.6,10.9,1,11.0,6,ileri,True
P29,T08,Kavramsal Sanbil (10),Sanbil,8,0.2,0.13,0.34,4,3,0.75,2,0.5,46.1,11.5,1,4.0,6,ileri,True
P29,T09,Az-Çok-Eşit,Karşılaştırma,7,-0.6,0.13,0.38,5,4,0.8,2,0.4,49.6,9.9,1,5.0,6,ileri,True
P29,T10,Sıralama (1-10),Karşılaştırma,12,0.5,0.13,0.48,6,4,0.667,3,0.5,75.4,12.6,1,6.0,6,ileri,True
P29,T11,Sayı Doğrusu Konum,Karşılaştırma,15,1.2,0.13,0.97,12,6,0.5,18,1.5,221.9,18.5,0,,6,ileri,True
P29,T12,5'in Parça-Bütünü,Sayı Bileşimi,4,-0.7,0.13,0.24,3,3,1.0,2,0.67,43.0,14.3,1,3.0,6,ileri,True
P29,T13,10'un Arkadaşları,Sayı Bileşimi,6,0.3,0.13,1.12,12,4,0.333,7,0.58,142.6,11.9,0,,6,ileri,True
P29,T14,Numbers-in-Numbers,Sayı Bileşimi,9,0.9,0.13,0.97,12,6,0.5,12,1.0,185.3,15.4,0,,6,ileri,True
P29,T15,Somut Toplama (≤5),Toplama-Çıkarma,4,-0.5,0.13,0.9,12,7,0.583,6,0.5,143.2,11.9,0,,6,ileri,True
P29,T16,Üzerine Sayarak Topl.,Toplama-Çıkarma,7,0.4,0.13,0.83,12,8,0.667,10,0.83,153.0,12.8,0,,6,ileri,True
P29,T17,10'a Tamamla,Toplama-Çıkarma,10,1.1,0.13,1.05,12,5,0.417,11,0.92,209.7,17.5,0,,6,ileri,True
P29,T18,Onluk Birimleme,Basamak Değeri,16,1.5,0.13,0.76,6,0,0.0,9,1.5,127.4,21.2,0,,6,ileri,True
P30,T01,Birebir Eşleme,Sayma,4,-1.6,0.39,0.58,6,4,0.667,0,0.0,66.2,11.0,1,6.0,6,ileri,True
P30,T02,5'e Kadar Sayma,Sayma,5,-1.2,0.39,0.45,3,3,1.0,2,0.67,38.9,13.0,1,3.0,6,ileri,True
P30,T03,10'a Kadar Sayma,Sayma,6,-0.8,0.39,0.45,3,3,1.0,1,0.33,38.1,12.7,1,3.0,6,ileri,True
P30,T04,Kardinal İlke,Sayma,7,-0.5,0.39,0.54,6,5,0.833,3,0.5,77.6,12.9,1,6.0,6,ileri,True
P30,T05,Geri Sayma (10→1),Sayma,9,0.0,0.39,0.48,5,5,1.0,3,0.6,70.0,14.0,1,5.0,6,ileri,True
P30,T06,Algısal Sanbil (1-4),Sanbil,5,-0.9,0.39,0.52,5,4,0.8,4,0.8,69.9,14.0,1,5.0,6,ileri,True
P30,T07,5'lik Çerçeve,Sanbil,6,-0.4,0.39,0.5,4,3,0.75,1,0.25,47.0,11.7,1,4.0,6,ileri,True
P30,T08,Kavramsal Sanbil (10),Sanbil,8,0.2,0.39,0.88,12,5,0.417,10,0.83,169.0,14.1,0,,6,ileri,True
P30,T09,Az-Çok-Eşit,Karşılaştırma,7,-0.6,0.39,0.52,5,4,0.8,1,0.2,60.5,12.1,1,5.0,6,ileri,True
P30,T10,Sıralama (1-10),Karşılaştırma,12,0.5,0.39,0.8,12,7,0.583,9,0.75,165.4,13.8,0,,6,ileri,True
P30,T11,Sayı Doğrusu Konum,Karşılaştırma,15,1.2,0.39,0.84,12,6,0.5,15,1.25,233.1,19.4,0,,6,ileri,True
P30,T12,5'in Parça-Bütünü,Sayı Bileşimi,4,-0.7,0.39,0.71,9,5,0.556,1,0.11,106.9,11.9,1,9.0,6,ileri,True
P30,T13,10'un Arkadaşları,Sayı Bileşimi,6,0.3,0.39,0.92,12,4,0.333,7,0.58,180.4,15.0,0,,6,ileri,True
P30,T14,Numbers-in-Numbers,Sayı Bileşimi,9,0.9,0.39,0.77,12,8,0.667,15,1.25,230.8,19.2,0,,6,ileri,True
P30,T15,Somut Toplama (≤5),Toplama-Çıkarma,4,-0.5,0.39,0.77,12,8,0.667,5,0.42,159.4,13.3,1,12.0,6,ileri,True
P30,T16,Üzerine Sayarak Topl.,Toplama-Çıkarma,7,0.4,0.39,0.73,12,9,0.75,12,1.0,186.5,15.5,0,,6,ileri,True
P30,T17,10'a Tamamla,Toplama-Çıkarma,10,1.1,0.39,0.8,12,7,0.583,19,1.58,243.6,20.3,0,,6,ileri,True
P30,T18,Onluk Birimleme,Basamak Değeri,16,1.5,0.39,0.88,12,5,0.417,13,1.08,253.8,21.1,0,,6,ileri,True
P31,T01,Birebir Eşleme,Sayma,4,-1.6,0.09,0.74,10,7,0.7,1,0.1,90.1,9.0,1,10.0,7,dusuk,False
P31,T02,5'e Kadar Sayma,Sayma,5,-1.2,0.09,0.21,3,3,1.0,1,0.33,30.6,10.2,1,3.0,7,dusuk,False
P31,T03,10'a Kadar Sayma,Sayma,6,-0.8,0.09,0.21,3,3,1.0,2,0.67,38.0,12.7,1,3.0,7,dusuk,False
P31,T04,Kardinal İlke,Sayma,7,-0.5,0.09,0.53,7,5,0.714,1,0.14,62.8,9.0,1,7.0,7,dusuk,False
P31,T05,Geri Sayma (10→1),Sayma,9,0.0,0.09,0.98,12,7,0.583,6,0.5,143.2,11.9,0,,7,dusuk,False
P31,T06,Algısal Sanbil (1-4),Sanbil,5,-0.9,0.09,0.21,3,3,1.0,1,0.33,34.3,11.4,1,3.0,7,dusuk,False
P31,T07,5'lik Çerçeve,Sanbil,6,-0.4,0.09,0.62,7,4,0.571,5,0.71,86.2,12.3,1,7.0,7,dusuk,False
P31,T08,Kavramsal Sanbil (10),Sanbil,8,0.2,0.09,0.98,12,7,0.583,7,0.58,151.1,12.6,0,,7,dusuk,False
P31,T09,Az-Çok-Eşit,Karşılaştırma,7,-0.6,0.09,0.45,5,3,0.6,5,1.0,62.2,12.4,1,5.0,7,dusuk,False
P31,T10,Sıralama (1-10),Karşılaştırma,12,0.5,0.09,1.14,12,5,0.417,9,0.75,166.5,13.9,0,,7,dusuk,False
P31,T11,Sayı Doğrusu Konum,Karşılaştırma,15,1.2,0.09,0.9,12,8,0.667,15,1.25,212.1,17.7,0,,7,dusuk,False
P31,T12,5'in Parça-Bütünü,Sayı Bileşimi,4,-0.7,0.09,0.37,5,4,0.8,2,0.4,55.5,11.1,1,5.0,7,dusuk,False
P31,T13,10'un Arkadaşları,Sayı Bileşimi,6,0.3,0.09,0.74,10,7,0.7,7,0.7,119.8,12.0,1,10.0,7,dusuk,False
P31,T14,Numbers-in-Numbers,Sayı Bileşimi,9,0.9,0.09,0.7,9,6,0.667,7,0.78,131.7,14.6,1,9.0,7,dusuk,False
P31,T15,Somut Toplama (≤5),Toplama-Çıkarma,4,-0.5,0.09,0.21,3,3,1.0,0,0.0,30.2,10.1,1,3.0,7,dusuk,False
P31,T16,Üzerine Sayarak Topl.,Toplama-Çıkarma,7,0.4,0.09,0.9,12,8,0.667,11,0.92,161.8,13.5,0,,7,dusuk,False
P31,T17,10'a Tamamla,Toplama-Çıkarma,10,1.1,0.09,1.14,12,5,0.417,13,1.08,200.7,16.7,0,,7,dusuk,False
P31,T18,Onluk Birimleme,Basamak Değeri,16,1.5,0.09,1.22,12,4,0.333,14,1.17,230.6,19.2,0,,7,dusuk,False
P32,T01,Birebir Eşleme,Sayma,4,-1.6,-1.12,-0.65,12,7,0.583,5,0.42,165.3,13.8,1,12.0,7,dusuk,True
P32,T02,5'e Kadar Sayma,Sayma,5,-1.2,-1.12,-0.63,11,5,0.455,8,0.73,150.3,13.7,1,11.0,7,dusuk,True
P32,T03,10'a Kadar Sayma,Sayma,6,-0.8,-1.12,-0.57,12,5,0.417,10,0.83,179.3,14.9,0,,7,dusuk,True
P32,T04,Kardinal İlke,Sayma,7,-0.5,-1.12,-0.57,12,5,0.417,19,1.58,237.1,19.8,0,,7,dusuk,True
P32,T05,Geri Sayma (10→1),Sayma,9,0.0,-1.12,-0.65,12,7,0.583,19,1.58,276.3,23.0,0,,7,dusuk,True
P32,T06,Algısal Sanbil (1-4),Sanbil,5,-0.9,-1.12,-0.57,12,5,0.417,15,1.25,198.4,16.5,0,,7,dusuk,True
P32,T07,5'lik Çerçeve,Sanbil,6,-0.4,-1.12,-0.57,12,5,0.417,16,1.33,234.5,19.5,0,,7,dusuk,True
P32,T08,Kavramsal Sanbil (10),Sanbil,8,0.2,-1.12,-0.48,12,3,0.25,16,1.33,272.3,22.7,0,,7,dusuk,True
P32,T09,Az-Çok-Eşit,Karşılaştırma,7,-0.6,-1.12,-0.7,12,8,0.667,14,1.17,213.7,17.8,0,,7,dusuk,True
P32,T10,Sıralama (1-10),Karşılaştırma,12,0.5,-1.12,-0.44,12,2,0.167,17,1.42,294.2,24.5,0,,7,dusuk,True
P32,T11,Sayı Doğrusu Konum,Karşılaştırma,15,1.2,-1.12,-0.48,12,3,0.25,18,1.5,354.3,29.5,0,,7,dusuk,True
P32,T12,5'in Parça-Bütünü,Sayı Bileşimi,4,-0.7,-1.12,-0.97,5,4,0.8,3,0.6,79.8,16.0,1,5.0,7,dusuk,True
P32,T13,10'un Arkadaşları,Sayı Bileşimi,6,0.3,-1.12,-0.44,12,2,0.167,9,0.75,255.6,21.3,0,,7,dusuk,True
P32,T14,Numbers-in-Numbers,Sayı Bileşimi,9,0.9,-1.12,-0.48,10,0,0.0,9,0.9,249.3,24.9,0,,7,dusuk,True
P32,T15,Somut Toplama (≤5),Toplama-Çıkarma,4,-0.5,-1.12,-0.61,12,6,0.5,11,0.92,199.1,16.6,0,,7,dusuk,True
P32,T16,Üzerine Sayarak Topl.,Toplama-Çıkarma,7,0.4,-1.12,-0.8,5,0,0.0,6,1.2,118.5,23.7,0,,7,dusuk,True
P32,T17,10'a Tamamla,Toplama-Çıkarma,10,1.1,-1.12,-0.53,12,4,0.333,12,1.0,325.6,27.1,0,,7,dusuk,True
P32,T18,Onluk Birimleme,Basamak Değeri,16,1.5,-1.12,-0.48,12,3,0.25,17,1.42,354.8,29.6,0,,7,dusuk,True
P33,T01,Birebir Eşleme,Sayma,4,-1.6,0.75,1.18,5,4,0.8,0,0.0,53.0,10.6,1,5.0,7,tipik,False
P33,T02,5'e Kadar Sayma,Sayma,5,-1.2,0.75,0.93,3,3,1.0,2,0.67,36.4,12.1,1,3.0,7,tipik,False
P33,T03,10'a Kadar Sayma,Sayma,6,-0.8,0.75,1.72,10,7,0.7,1,0.1,98.8,9.9,1,10.0,7,tipik,False
P33,T04,Kardinal İlke,Sayma,7,-0.5,0.75,0.93,3,3,1.0,1,0.33,29.8,9.9,1,3.0,7,tipik,False
P33,T05,Geri Sayma (10→1),Sayma,9,0.0,0.75,1.18,5,4,0.8,3,0.6,59.6,11.9,1,5.0,7,tipik,False
P33,T06,Algısal Sanbil (1-4),Sanbil,5,-0.9,0.75,0.93,3,3,1.0,0,0.0,30.5,10.2,1,3.0,7,tipik,False
P33,T07,5'lik Çerçeve,Sanbil,6,-0.4,0.75,1.05,5,5,1.0,5,1.0,63.3,12.7,1,5.0,7,tipik,False
P33,T08,Kavramsal Sanbil (10),Sanbil,8,0.2,0.75,0.93,3,3,1.0,2,0.67,37.0,12.3,1,3.0,7,tipik,False
P33,T09,Az-Çok-Eşit,Karşılaştırma,7,-0.6,0.75,1.78,9,5,0.556,3,0.33,84.0,9.3,1,9.0,7,tipik,False
P33,T10,Sıralama (1-10),Karşılaştırma,12,0.5,0.75,1.24,6,5,0.833,3,0.5,70.4,11.7,1,6.0,7,tipik,False
P33,T11,Sayı Doğrusu Konum,Karşılaştırma,15,1.2,0.75,1.91,11,7,0.636,10,0.91,136.6,12.4,1,11.0,7,tipik,False
P33,T12,5'in Parça-Bütünü,Sayı Bileşimi,4,-0.7,0.75,1.11,4,3,0.75,2,0.5,50.6,12.7,1,4.0,7,tipik,False
P33,T13,10'un Arkadaşları,Sayı Bileşimi,6,0.3,0.75,0.93,3,3,1.0,2,0.67,32.4,10.8,1,3.0,7,tipik,False
P33,T14,Numbers-in-Numbers,Sayı Bileşimi,9,0.9,0.75,1.66,9,6,0.667,6,0.67,109.0,12.1,1,9.0,7,tipik,False
P33,T15,Somut Toplama (≤5),Toplama-Çıkarma,4,-0.5,0.75,1.24,6,5,0.833,2,0.33,63.6,10.6,1,6.0,7,tipik,False
P33,T16,Üzerine Sayarak Topl.,Toplama-Çıkarma,7,0.4,0.75,1.72,10,7,0.7,1,0.1,88.4,8.8,1,10.0,7,tipik,False
P33,T17,10'a Tamamla,Toplama-Çıkarma,10,1.1,0.75,1.48,6,3,0.5,5,0.83,80.1,13.3,1,6.0,7,tipik,False
P33,T18,Onluk Birimleme,Basamak Değeri,16,1.5,0.75,2.21,12,6,0.5,4,0.33,136.1,11.3,0,,7,tipik,False
P34,T01,Birebir Eşleme,Sayma,4,-1.6,-0.28,-0.04,4,3,0.75,2,0.5,46.5,11.6,1,4.0,7,tipik,True
P34,T02,5'e Kadar Sayma,Sayma,5,-1.2,-0.28,-0.01,5,4,0.8,0,0.0,50.0,10.0,1,5.0,7,tipik,True
P34,T03,10'a Kadar Sayma,Sayma,6,-0.8,-0.28,-0.04,4,3,0.75,1,0.25,41.2,10.3,1,4.0,7,tipik,True
P34,T04,Kardinal İlke,Sayma,7,-0.5,-0.28,-0.01,5,4,0.8,1,0.2,58.5,11.7,1,5.0,7,tipik,True
P34,T05,Geri Sayma (10→1),Sayma,9,0.0,-0.28,0.35,8,4,0.5,5,0.62,88.8,11.1,1,8.0,7,tipik,True
P34,T06,Algısal Sanbil (1-4),Sanbil,5,-0.9,-0.28,0.5,12,8,0.667,5,0.42,137.1,11.4,1,12.0,7,tipik,True
P34,T07,5'lik Çerçeve,Sanbil,6,-0.4,-0.28,-0.12,4,4,1.0,4,1.0,51.3,12.8,1,4.0,7,tipik,True
